Facility,Date,Actual_Departures,Actual_Arrivals,Departure_Cancellations,Arrival_Cancellations,Departure_Diversions,Actual_Diversions,On_Time_Arrivals,Perc_On_Time_Gate_Deps,Perc_On_Time_Gate_Arrs,Avg_Gate_Departure,Avg_Gate_Arrival,Avg_Block_Delay,Avg_Taxi_Out_Time,Avg_Taxi_In_Time,Delayed_Arrivals,Avg_Delay_per_Delayed
CVG,4-Jun,17031,16902,349,474,39,43,13533,79.43,80.07,11.95,12.1,3.25,18.45,13.1,3369,53.75
CVG,4-Jul,17353,17173,378,534,38,44,13490,75.85,78.55,13.35,12.84,3.42,16.72,13.61,3683,53.01
CVG,4-Aug,17426,17305,250,375,27,19,14589,82.29,84.31,10.07,9.77,2.98,16.1,5.18,2716,53.97
CVG,4-Sep,16478,16293,329,446,13,43,14450,88.51,88.69,6.22,6.82,2.24,15.81,13.13,1843,49.78
CVG,4-Oct,17027,16833,229,361,26,59,13812,83.3,82.05,8.79,9.74,3.13,16.49,12.23,3021,46.36
CVG,4-Nov,16564,16549,150,246,31,7,13697,84.06,82.77,7.9,8.83,3.11,16.76,13.97,2852,41.49
CVG,4-Dec,15362,15254,2167,2311,27,8,11767,75.39,77.14,15.58,15.05,3.48,20.12,13.39,3487,59.77
CVG,5-Jan,17132,16871,998,1166,43,15,12753,74.92,75.59,13.38,13.96,3.81,19.39,5.51,4118,50.78
CVG,5-Feb,16393,16351,406,489,30,12,13691,85.12,83.73,7.35,8.69,2.98,17.52,5.28,2660,44.77
CVG,5-Mar,18355,18218,480,631,29,7,15289,84.35,83.92,8.35,8.99,2.92,17.43,5.54,2929,47.2
CVG,5-Apr,17693,17697,282,393,27,32,15595,89.56,88.12,5.67,6.62,2.47,16.36,4.96,2102,45.5
CVG,5-May,18199,18105,223,274,19,19,16222,90.62,89.6,5.37,6.5,2.3,15.91,5.29,1883,51.66
CVG,5-Jun,17421,17321,358,465,32,21,14894,85.48,85.99,8.4,9.03,2.84,15.64,5.21,2427,56.1
CVG,5-Jul,18032,17918,532,654,37,41,14838,82.84,82.81,9.8,10.7,3.09,15.46,5.92,3080,54.95
CVG,5-Aug,18346,18053,470,562,32,63,15041,84.58,83.32,8.51,10.22,3.17,15.87,5.47,3012,53.58
CVG,5-Sep,16754,16632,195,282,15,15,15074,90.93,90.63,4.87,5.7,1.92,14.41,4.77,1558,51.2
CVG,5-Oct,17249,17188,165,239,26,8,15578,90.2,90.63,5.22,5.64,1.89,14.68,4.64,1610,49.08
CVG,5-Nov,16154,16118,249,335,33,14,13737,86.07,85.23,7.25,8.56,2.86,14.81,4.83,2381,48.55
CVG,5-Dec,11961,11897,248,313,27,9,9556,81.69,80.32,10.24,11.6,3.45,16.1,4.49,2341,52.06
CVG,6-Jan,11754,11716,155,206,31,20,10169,87.27,86.8,7.1,8.03,2.84,13.62,4.4,1547,52.07
CVG,6-Feb,10145,10133,97,137,42,4,8919,89.95,88.02,4.97,6.71,2.4,15.39,4.24,1214,46.72
CVG,6-Mar,11330,11303,112,152,20,10,10003,88.83,88.5,6.4,7,2.21,15.33,4.14,1300,52
CVG,6-Apr,10879,10787,94,121,13,31,9616,90.37,89.14,5.4,6.64,2.65,14.22,3.86,1171,51.98
CVG,6-May,10875,10836,106,130,14,82,9474,89.2,87.43,6.1,7.97,2.96,14.17,4.09,1362,54.33
CVG,6-Jun,10298,10243,129,164,37,40,8370,83.99,81.71,9.34,11.62,3.79,14.48,4.18,1873,55.65
CVG,6-Jul,10451,10447,121,173,27,5,8713,85.18,83.4,8.24,10.23,3.53,14.3,4.26,1734,53.02
CVG,6-Aug,10472,10438,171,224,23,8,8850,86.99,84.79,6.78,8.88,2.87,14.62,4.1,1588,50.5
CVG,6-Sep,9981,9958,146,209,26,17,8265,84.05,83,8.24,9.57,3.71,16.55,4.49,1693,47.8
CVG,6-Oct,10093,10005,144,196,21,4,8031,80.59,80.27,10,11.22,3.73,16.68,4.84,1974,48.88
CVG,6-Nov,9188,9152,140,186,14,5,7638,84.25,83.46,8.36,9.95,3.14,16.02,4.69,1514,50.94
CVG,6-Dec,9102,9112,401,461,28,10,7311,75.88,80.23,12.65,11.97,3.07,16.23,4.87,1801,53.56
CVG,7-Jan,9343,9301,203,270,30,12,7291,78.15,78.39,11.28,12.36,4.02,17.16,4.65,2010,50.38
CVG,7-Feb,7886,7828,594,649,14,29,5512,68.53,70.41,17.73,19.18,4.37,20.72,5.21,2316,59.85
CVG,7-Mar,9567,9531,213,259,15,8,7555,79,79.27,11.81,12.26,3.76,16.36,4.93,1976,51.7
CVG,7-Apr,9089,9085,159,176,20,23,7341,82.79,80.8,10.24,11.52,3.88,15.7,4.89,1744,52.26
CVG,7-May,9190,9160,73,101,15,6,7750,87.28,84.61,7.18,9.35,3.45,15.07,4.67,1410,51.25
CVG,7-Jun,9106,9058,243,305,28,12,6831,75.9,75.41,15.94,16.35,4.3,15.94,4.6,2227,60.28
CVG,7-Jul,9319,9256,251,318,26,31,6765,74.26,73.09,15.7,17.15,4.73,15.93,4.74,2491,57.71
CVG,7-Aug,9553,9538,152,185,22,9,7439,78.68,77.99,12.53,13.9,3.79,16.65,4.65,2099,55.98
CVG,7-Sep,8693,8669,57,92,12,5,7493,87.4,86.43,6.76,8.05,2.55,16.33,4.51,1176,49.98
CVG,7-Oct,9066,9069,92,103,19,7,7652,85.37,84.38,8.14,8.99,3.09,16.68,4.64,1417,48.01
CVG,7-Nov,8975,8943,69,102,18,5,7654,85.43,85.59,7.72,8.14,2.74,16.21,4.51,1289,46.37
CVG,7-Dec,8739,8723,309,348,30,6,5970,69.13,68.44,17.32,19.52,5.14,18.02,4.89,2753,56.56
CVG,8-Jan,8456,8432,189,228,14,9,6689,81.32,79.33,9.69,11.82,3.96,18.61,4.57,1743,49.79
CVG,8-Feb,7542,7534,354,379,20,5,5315,74.3,70.55,13.61,17.51,5.74,20.71,4.57,2219,54.04
CVG,8-Mar,7859,7837,297,344,24,8,5939,75.99,75.78,14.02,15.38,4.35,18.06,4.64,1898,56.53
CVG,8-Apr,7832,7847,78,86,15,6,6632,85.42,84.52,8.45,9.48,3.19,15.71,4.51,1215,51.93
CVG,8-May,7983,7978,66,74,8,11,6825,87.15,85.55,7,8.47,3.43,16.06,4.77,1153,48.67
CVG,8-Jun,7792,7764,169,196,29,47,5962,76.44,76.79,15.27,15.71,4.56,16.77,4.93,1802,61.87
CVG,8-Jul,7937,7932,137,170,23,3,6389,78.14,80.55,13.49,13.98,3.15,16.63,5.34,1543,65.28
CVG,8-Aug,7759,7724,122,170,18,3,6425,82.65,83.18,10.38,11.39,2.93,16.78,5.36,1299,60.67
CVG,8-Sep,6934,6902,136,147,4,44,6163,89.14,89.29,6.44,7.15,2.58,16.57,5.05,739,55.25
CVG,8-Oct,6666,6677,27,25,15,5,6115,91.1,91.58,5.12,5.31,1.91,15.64,5.07,562,52.13
CVG,8-Nov,6147,6150,35,39,7,2,5368,88.04,87.28,6.62,7.84,2.71,16.69,5,782,52.72
CVG,8-Dec,6300,6266,243,286,28,15,4435,71.3,70.78,17.86,18.71,5.16,21.39,5.81,1831,58.87
CVG,9-Jan,5694,5693,337,354,17,5,4258,73.85,74.79,14.22,15.02,4.89,25.19,6.65,1435,53.85
CVG,9-Feb,5348,5343,66,74,7,4,4688,86.56,87.74,7.35,7.6,2.93,19.5,6.1,655,52.7
CVG,9-Mar,5867,5853,125,154,20,11,5074,85.77,86.69,8.57,8.41,2.91,16.24,5.67,779,55.73
CVG,9-Apr,5798,5777,83,104,13,4,4927,84.63,85.29,9.78,9.3,2.8,16.11,5.47,850,55.74
CVG,9-May,4832,4832,43,56,16,6,4105,84.48,84.95,8.71,8.76,2.86,15.61,5.48,727,50.83
CVG,9-Jun,4606,4575,95,115,21,29,3712,79.33,81.14,13.78,13.27,4.09,16.01,5.6,863,64.44
CVG,9-Jul,4855,4855,62,78,17,4,3993,81.07,82.25,11.51,11.68,2.82,15.78,5.59,862,59.52
CVG,9-Aug,4433,4409,49,79,16,14,3685,82.83,83.58,10.94,11.56,2.9,15.56,5.47,724,63.82
CVG,9-Sep,3602,3612,13,18,8,1,3263,90.87,90.34,5.35,6.19,2.21,14.87,5.59,349,53.15
CVG,9-Oct,3901,3900,39,44,12,7,3336,85.52,85.54,9.32,9.75,2.29,15.58,5.98,564,60.18
CVG,9-Nov,3948,3934,20,29,8,9,3614,89.51,91.87,6,5.12,1.6,14.6,6.03,320,53.53
CVG,9-Dec,3882,3874,124,144,16,5,3011,77.02,77.72,14.34,14.26,3.63,18.53,6.58,863,58.81
CVG,10-Jan,3584,3571,65,79,11,9,2925,81.61,81.91,11.51,11.09,3.64,20.69,6.52,646,54.2
CVG,10-Feb,3329,3313,189,204,7,4,2661,78.79,80.32,13.17,12.56,3.63,22.87,6.57,652,58.01
CVG,10-Mar,4010,4007,38,57,15,1,3497,84.94,87.27,9.16,8.15,2.11,15.76,6.01,510,55.85
CVG,10-Apr,3321,3313,24,29,6,4,2957,87.59,89.25,7.42,6.76,1.78,14.68,6.28,356,55.13
CVG,10-May,3609,3602,43,56,10,7,2929,79.88,81.32,12.93,12.76,3.42,15.25,6.67,673,61.06
CVG,10-Jun,3877,3853,74,98,16,16,2912,74.16,75.58,16.31,16.41,4.05,15.58,6.85,941,62.01
CVG,10-Jul,4297,4269,72,104,13,8,3356,79.08,78.61,13.1,13.45,3.33,15.2,6.64,913,57.38
CVG,10-Aug,4519,4495,50,68,13,22,3804,84.09,84.63,10.03,9.6,3.09,14.9,6.58,691,55.75
CVG,10-Sep,4257,4276,60,55,15,3,3747,87.08,87.63,7.92,8.21,2.24,14.34,6.29,529,57.88
CVG,10-Oct,4366,4348,56,70,3,8,3769,86.12,86.68,8.48,7.99,2.81,14.74,6.49,579,52.17
CVG,10-Nov,4363,4368,33,43,8,5,3831,86.64,87.71,8.05,7.73,2.32,15.47,6.56,537,54.07
CVG,10-Dec,4459,4449,239,248,10,16,3350,75.11,75.3,15.34,16.6,4.05,20.67,6.99,1099,61.9
CVG,11-Jan,1967,1969,87,79,1,3,1606,85,81.56,10.56,11.19,3.2,18.59,6.47,363,54.21
CVG,11-Feb,1781,1796,122,111,3,2,1463,83.55,81.46,12.14,12.33,2.76,17.41,6.2,333,60.59
CVG,11-Mar,2259,2257,40,31,3,9,1881,85.13,83.34,9.93,10.21,2.82,15.62,5.97,376,54.36
CVG,11-Apr,2140,2145,73,70,5,7,1619,77.29,75.48,16.47,15.02,4.14,15.37,6.09,526,56.32
CVG,11-May,2295,2300,62,62,14,7,1828,79.87,79.48,17.45,14.28,3.86,14.25,6.05,472,63.88
CVG,11-Jun,2331,2327,61,61,7,15,1848,81,79.42,15.22,15,4.35,14.23,5.9,479,66.82
CVG,11-Jul,2288,2290,61,60,8,4,1774,81.86,77.47,13.36,14.04,3.54,14.03,6.06,516,56.66
CVG,11-Aug,2276,2274,79,80,4,5,1872,83.96,82.32,11.97,11.38,3.43,13.72,6.08,402,57.95
CVG,11-Sep,2012,2019,22,18,5,2,1739,89.51,86.13,8.21,9,2.85,14.38,6.35,280,56.19
CVG,11-Oct,2114,2107,19,17,7,1,1850,89.55,87.8,7.42,7.47,2.2,13.7,6.39,257,53.3
CVG,11-Nov,2058,2057,19,16,3,3,1798,88,87.41,9.89,7.52,2.47,14.64,6.43,259,51.51
CVG,11-Dec,1917,1918,22,18,2,2,1668,87.64,86.97,8.81,7.88,1.81,15.2,6.05,250,53.22
CVG,12-Jan,1851,1866,38,30,5,4,1562,86.49,83.71,8.84,9.91,3.07,16.78,5.9,304,55.23
CVG,12-Feb,1716,1725,22,16,5,1,1502,90.09,87.07,8.1,8.06,1.76,15.52,5.62,223,55.96
CVG,12-Mar,2210,2215,32,23,5,9,1803,85.7,81.4,11.01,11.68,3.4,13.76,6.37,412,57.14
CVG,12-Apr,2138,2144,18,15,4,2,1868,90.51,87.13,6.77,7.68,2.27,13.79,5.79,276,51.86
CVG,12-May,2349,2355,38,39,9,1,1948,85.44,82.72,11.32,11.46,2.74,13.31,6.01,407,61.65
CVG,12-Jun,2225,2237,36,27,7,4,1861,85.75,83.19,9.8,10.43,2.24,13.18,5.8,376,56.56
CVG,12-Jul,2203,2210,62,55,9,7,1674,80.53,75.75,15.2,16.88,3.55,13.06,6.22,536,65.68
CVG,12-Aug,2458,2462,48,50,9,5,2048,84.95,83.18,11.73,12.07,2.19,12.94,5.65,414,66.32
CVG,12-Sep,2300,2306,18,20,8,2,1998,87.13,86.64,10.69,9.02,2.33,13.45,5.62,308,61.93
CVG,12-Oct,2918,2923,102,98,5,1,2502,84.51,85.6,11.52,9.09,1.85,13.64,5.74,421,57.63
CVG,12-Nov,2371,2370,40,37,0,2,2142,89.5,90.38,7.96,5.64,1.51,14.34,5.56,228,50.36
CVG,12-Dec,1964,1960,41,46,4,1,1596,81.21,81.43,15.33,13.64,2.65,16.54,5.86,364,68.42
CVG,13-Jan,3022,3028,78,80,6,1,2507,85.61,82.79,10.95,12.25,2.74,16.36,5.54,521,66.21
CVG,13-Feb,2745,2751,92,83,1,1,2294,84.81,83.39,12.35,10.93,2.75,17.21,5.6,457,60.76
CVG,13-Mar,3659,3664,99,98,9,4,3063,84.15,83.6,12.12,11.57,2.59,18.08,5.31,601,64.61
CVG,13-Apr,3737,3743,112,111,6,4,3132,81.96,83.68,15.9,12.51,2.42,14.37,5.19,611,71.68
CVG,13-May,3744,3754,61,58,9,4,3099,82.02,82.55,13.01,12.29,2.64,14.6,5.46,655,64.88
CVG,13-Jun,3443,3448,96,91,11,7,2587,77.08,75.03,19.43,18.62,3.51,14.59,5.62,861,70.82
CVG,13-Jul,3547,3563,111,102,10,5,2713,77.84,76.14,16.82,17.56,3.53,14.76,5.56,850,69.09
CVG,13-Aug,3536,3537,70,65,4,9,2951,84.25,83.43,9.9,10.73,2.57,14.71,5.31,586,58.58
CVG,13-Sep,3203,3204,46,47,8,3,2834,89.92,88.45,7.67,7.52,2.28,14.28,5.34,370,57.63
CVG,13-Oct,3390,3395,32,31,4,1,3013,89.32,88.75,6.98,7.08,1.98,14.49,5.44,382,54.15
CVG,13-Nov,2989,2989,27,24,2,2,2613,89.49,87.42,8.09,7.65,2.18,15.23,5.46,376,54.02
CVG,13-Dec,2706,2722,141,131,6,1,2022,79.93,74.28,15.75,18.79,4.07,17.41,5.73,700,68.21
CVG,14-Jan,1383,1383,128,125,0,5,940,73.1,67.97,21.9,22.65,5.96,18.76,7.2,443,66.57
CVG,14-Feb,1266,1281,104,90,4,3,946,80.25,73.85,13.81,17.61,3.21,16.91,6.15,335,62.69
CVG,14-Mar,1822,1833,49,40,4,2,1512,84.96,82.49,10.6,10.67,2.21,15,5.64,321,54.36
CVG,14-Apr,1617,1628,36,32,5,0,1308,83.12,80.34,13.24,13.4,3.11,13.99,6.78,320,62.22
CVG,14-May,1601,1606,65,62,6,2,1268,82.01,78.95,15.12,15.1,3.68,13.96,6.69,338,66.59
CVG,14-Jun,1749,1764,74,60,6,5,1273,76.56,72.17,18.2,18.8,4.07,13.88,7.03,491,63.04
CVG,14-Jul,1803,1818,49,37,6,4,1454,82.75,79.98,11.64,12.37,3.62,13.29,6.42,364,55.92
CVG,14-Aug,1768,1784,44,34,5,2,1385,84.33,77.63,12.05,14.55,3.69,13.69,6.37,399,58.88
CVG,14-Sep,1529,1524,36,34,3,3,1229,83.45,80.64,11,11.74,3.28,13.9,5.97,295,53.63
CVG,14-Oct,1814,1818,26,27,3,3,1479,84.45,81.35,11.22,10.79,3.49,14.24,6.24,339,51.1
CVG,14-Nov,1874,1879,28,23,2,1,1490,83.51,79.3,10.85,12.18,3.83,16.36,6.81,389,52.53
CVG,14-Dec,1823,1824,31,28,3,5,1404,82.39,76.97,11.58,14.05,3.86,15.45,6.28,420,55.72
CVG,15-Jan,1647,1656,62,51,4,0,1267,82.94,76.51,11.91,15.04,3.98,15.76,6.39,389,57.91
CVG,15-Feb,1502,1515,94,83,5,3,1064,75.23,70.23,17.39,20.12,5.73,19.43,7.46,451,62.71
CVG,15-Mar,1805,1817,66,58,3,2,1469,83.71,80.85,11.33,11.75,2.69,15.1,6.2,348,54.03
CVG,15-Apr,1786,1805,36,25,7,4,1513,85.78,83.82,11.17,10.55,3.58,14.23,6.72,292,57.04
CVG,15-May,1906,1919,31,26,10,2,1575,84.99,82.07,11.41,11.55,2.91,14.42,6.93,344,58.58
CVG,15-Jun,1901,1915,71,56,7,5,1428,78.22,74.57,17.87,17.98,4.78,14.49,7.58,487,65.35
CVG,15-Jul,1883,1890,31,23,5,5,1448,79.39,76.61,17.95,16.31,4.53,14.32,7.48,442,64.18
CVG,15-Aug,1934,1938,25,20,3,3,1570,85.47,81.01,10.34,10.54,3.04,13.78,6.98,368,49.58
CVG,15-Sep,1766,1769,22,20,2,1,1503,88.05,84.96,8.75,9.52,3.34,14.13,6.92,266,56.2
CVG,15-Oct,1903,1901,11,10,5,6,1665,89.33,87.59,6.32,6.99,2.82,14.7,6.41,236,47.19
CVG,15-Nov,1726,1735,29,27,8,1,1502,88.82,86.57,8.97,8.75,2.3,14.37,6.04,233,56.44
CVG,15-Dec,1611,1606,41,39,2,8,1328,83.49,82.69,14.45,11.98,2.87,14.72,6.32,278,62.77
CVG,16-Jan,1229,1231,23,21,1,0,1019,86.98,82.78,10,12.16,2.83,18.36,6.3,212,64.46
CVG,16-Feb,1269,1268,27,28,2,2,1084,86.76,85.49,12.54,10.99,2.89,18.43,6.42,184,68.35
CVG,16-Mar,1415,1414,6,10,5,0,1206,86.36,85.29,11.7,9.69,2.5,14.38,6.07,208,59.53
CVG,16-Apr,1351,1350,5,7,2,2,1162,87.12,86.07,10.99,10.39,2.4,14.3,6.25,188,67.67
CVG,16-May,1461,1462,7,5,3,3,1260,86.31,86.18,10.83,10.55,3,14.87,6.13,202,67.38
CVG,16-Jun,1474,1489,19,12,9,3,1229,85.75,82.54,11.98,12.88,3.09,14.13,6.32,260,67.46
CVG,16-Jul,1310,1321,36,24,5,3,1061,82.44,80.32,16.19,14.41,2.86,14,6.74,260,68.03
CVG,16-Aug,1280,1281,25,22,1,2,1006,80.23,78.53,16.51,16.93,3.24,14.35,7,275,74.53
CVG,16-Sep,1092,1091,0,0,1,2,940,86.81,86.16,10.34,9.43,2.48,13.62,6.25,151,61.36
CVG,16-Oct,1220,1222,8,7,2,2,1106,89.02,90.51,9.49,7.27,1.69,14.04,6.14,116,67.53
CVG,16-Nov,1125,1122,0,1,0,3,1017,91.73,90.64,5.87,5.46,2.44,14.03,5.97,105,48.76
CVG,16-Dec,1089,1091,31,26,1,2,852,82.92,78.09,17.41,19.7,2.93,17.05,6.07,239,84.74
CVG,17-Jan,1027,1028,8,7,5,2,824,85.2,80.16,12.58,15.2,2.36,16.76,6.23,204,71.64
CVG,17-Feb,978,979,4,4,1,3,848,85.79,86.62,10.96,9.36,0,13.29,6.19,131,63.96
CVG,17-Mar,1406,1407,11,10,2,1,1197,86.91,85.07,8.29,9.79,1.92,15.34,6.25,210,59.29
CVG,17-Apr,1328,1329,25,28,3,2,1061,81.25,79.83,18.14,17.01,0,14.23,6.8,268,78.99
CVG,17-May,1549,1554,8,4,0,0,1243,82.38,79.99,11.92,12.9,3.43,13.8,7.75,311,59.23
CVG,17-Jun,1889,1898,12,12,7,1,1511,82.05,79.61,15.42,14.7,2.77,13.78,7.38,387,66.87
CVG,17-Jul,1968,1978,21,15,7,2,1532,78.2,77.45,20.33,18.51,3.12,14.02,7.49,446,77.51
CVG,17-Aug,1960,1971,28,19,5,4,1650,84.13,83.71,13.91,13.99,1.88,14.01,6.27,321,80.28
CVG,17-Sep,1707,1710,21,20,1,0,1519,89.57,88.83,8.42,6.86,1.84,13.84,6.07,191,53.89
CVG,17-Oct,1725,1726,10,8,3,1,1444,88.81,83.66,9.68,12.8,1.79,14.01,5.95,282,73.08
CVG,17-Nov,1563,1562,3,3,3,2,1400,89.89,89.63,8.53,7.94,1.36,14.57,6.15,162,70.25
CVG,17-Dec,1455,1457,17,17,1,0,1187,84.19,81.47,12.23,14.36,1.83,15.84,5.72,270,73.76
CVG,18-Jan,3754,3747,105,114,8,3,2982,81.97,79.58,13.09,15.08,2.62,18.96,6.01,765,69.18
CVG,18-Feb,3526,3536,92,86,10,3,2838,82.25,80.26,13.89,13.85,2.48,16.55,5.68,698,66.14
CVG,18-Mar,4220,4221,148,147,6,5,3552,85.64,84.15,10.62,10.96,1.89,17.43,5.5,669,62.98
CVG,18-Apr,4275,4284,51,52,14,7,3517,84.54,82.1,12.62,13.95,2.79,16.24,5.9,767,72.65
CVG,18-May,4474,4493,68,58,13,5,3600,81.83,80.12,16.05,16.05,2.72,14.6,6.42,893,76.72
CVG,18-Jun,4533,4540,126,118,9,11,3426,77.01,75.46,18.79,19.86,3.43,14.58,6.49,1114,77.03
CVG,18-Jul,4507,4538,121,97,17,10,3460,77.97,76.25,17.89,19.92,3.62,14.67,6.32,1078,79.81
CVG,18-Aug,4603,4624,133,124,15,1,3558,79.82,76.95,17.53,18.26,3.42,14.59,6.17,1066,75.66
CVG,18-Sep,4169,4187,47,41,13,2,3475,84.74,82.99,12.19,13.3,2.65,15.02,5.82,712,73.21
CVG,18-Oct,4489,4491,21,21,8,3,3783,86.08,84.24,10.03,10.58,2.41,14.67,5.74,708,61.41
CVG,18-Nov,4065,4072,52,51,7,3,3261,82.73,80.08,12.21,14.5,3.09,18.18,5.89,811,68.09
CVG,18-Dec,3920,3925,28,25,7,2,3273,85.26,83.39,9.98,11.39,2.25,17.67,5.96,652,62.96
CVG,19-Jan,3807,3812,128,130,7,2,3000,79.59,78.7,15.81,16.19,2.91,19.83,6.11,812,71.46
CVG,19-Feb,3555,3548,93,95,3,6,2711,80.23,76.41,16.52,17.72,3.43,17.08,5.82,837,71.05
Sub-Total for CVG,,1111598,1107927,24098,28259,2339,1709,918060,83.61,82.86,10.01,10.73,3.15,16.29,7.09,189867,55.26
DCA,3-Jun,6411,6421,88,74,13,18,5321,90.06,82.87,6.12,9.62,4.71,15.29,6.96,1100,47.95
DCA,3-Jul,6476,6501,200,181,23,13,5241,89.47,80.62,7.1,11.89,5.3,16.07,7.31,1260,53.84
DCA,3-Aug,6454,6440,278,262,13,41,4886,86.4,75.87,9.57,15.46,7.66,16,7.5,1554,57.98
DCA,3-Sep,6110,6124,385,354,15,29,5230,91.93,85.4,4.69,7.82,4.9,14.74,5.55,894,44.09
DCA,3-Oct,6882,6868,75,57,7,39,6078,94.01,88.5,3.85,5.97,3.73,14.18,5.4,790,38.99
DCA,3-Nov,6433,6424,98,91,9,22,5495,90.55,85.54,5.72,8.15,4.05,15.58,5.52,929,45.08
DCA,3-Dec,6371,6381,251,245,9,4,5158,88.51,80.83,6.95,10.07,4.32,15.68,6.45,1223,44.15
DCA,4-Jan,7167,7185,361,336,10,10,5916,89.52,82.34,6.04,9.49,3.73,15.32,6.78,1269,46.21
DCA,4-Feb,7158,7179,133,123,9,5,6160,90.79,85.81,5.24,7.23,3.15,14.35,5.28,1019,42
DCA,4-Mar,7799,7821,124,105,7,3,6732,91.42,86.08,5.04,7.47,3.42,14.26,5.54,1089,43.52
DCA,4-Apr,7604,7622,82,62,7,7,6609,91.32,86.71,4.88,7,3.26,14.46,5.04,1013,42.02
DCA,4-May,7464,7452,145,138,30,25,5976,87.61,80.19,8.39,12.51,5.73,16.38,6.62,1476,56.6
DCA,4-Jun,7407,7423,177,161,24,31,5811,86.09,78.28,9.95,13.69,5.66,15.89,6.44,1612,57.27
DCA,4-Jul,7593,7554,264,257,24,39,5769,84.09,76.37,10.71,14.26,5.53,16.68,7.37,1785,54.61
DCA,4-Aug,7744,7754,283,258,13,28,6340,87.35,81.76,8.37,11.48,4.22,14.96,5.25,1414,56.11
DCA,4-Sep,7589,7585,298,270,15,16,6583,90.91,86.79,5.79,7.4,3.23,14.6,5.07,1002,45.69
DCA,4-Oct,8108,8117,102,90,5,7,7040,90.81,86.73,5.22,7.04,2.89,14.95,5.35,1077,41.79
DCA,4-Nov,7628,7634,98,86,4,9,6446,89.04,84.44,5.86,8.16,3.15,14.84,5.63,1188,42.19
DCA,4-Dec,7658,7670,282,273,16,10,5940,83.43,77.44,10.23,13.36,3.94,15.26,5.75,1730,52.09
DCA,5-Jan,7535,7499,528,509,20,53,5762,83.46,76.84,10.8,13.6,4.73,15.65,4.98,1737,51.53
DCA,5-Feb,7977,7957,248,251,4,9,6410,82.94,80.56,9.3,10.02,3.63,16.21,5.35,1547,43.47
DCA,5-Mar,9103,9093,279,279,13,22,7044,79.63,77.47,11.75,12.67,4.06,15.49,5.29,2049,49.35
DCA,5-Apr,8725,8729,132,123,17,17,7378,87.66,84.52,6.65,7.93,3.38,14.98,4.77,1351,41.35
DCA,5-May,9072,9093,99,90,13,3,7873,88.86,86.58,6.6,7.63,3.31,15.16,4.94,1220,46.16
DCA,5-Jun,8685,8670,284,256,21,32,6789,82.53,78.3,12.8,14.98,5.64,16.94,5.74,1881,62.46
DCA,5-Jul,8678,8695,328,304,31,32,6222,77.49,71.56,16.99,19.06,6.42,18.32,5.96,2473,62.09
DCA,5-Aug,8915,8938,261,251,26,11,7265,85.69,81.28,8.74,10.58,3.76,16.21,5.16,1673,49.11
DCA,5-Sep,8189,8202,148,149,12,6,7172,91.48,87.44,4.92,7.39,3.09,14.64,4.86,1030,48.45
DCA,5-Oct,8523,8480,220,217,8,37,7172,88.16,84.58,8.03,9.12,4,15.52,4.76,1308,49.79
DCA,5-Nov,8301,8288,110,97,11,34,6925,88.47,83.55,7.19,9.1,4.08,15.61,5.18,1363,45.79
DCA,5-Dec,8187,8195,218,217,15,6,6483,82.89,79.11,10.07,11.28,3.88,16.28,5.24,1712,46.71
DCA,6-Jan,8286,8258,294,260,13,79,6785,86.88,82.16,8.57,10.07,4.04,15.24,5.02,1473,48.3
DCA,6-Feb,7318,7322,304,308,17,7,6186,87.76,84.49,6.9,8.55,2.87,15.06,5,1136,45.86
DCA,6-Mar,8296,8305,129,127,7,2,6906,87.97,83.15,7.14,9.2,3.4,15.24,5.03,1399,45.5
DCA,6-Apr,7679,7683,85,82,13,9,6351,87.47,82.66,7.77,9.89,4.26,16.06,5.29,1332,47.6
DCA,6-May,7916,7928,135,131,20,14,6343,84.83,80.01,9.11,11.63,3.98,16.53,5.22,1585,50.85
DCA,6-Jun,7482,7453,297,271,21,70,5375,78.19,72.12,16.18,18.67,6.84,17.97,5.7,2078,61.43
DCA,6-Jul,7560,7501,272,262,15,34,5473,79.68,72.96,13.2,16.61,6.04,17.63,5.38,2028,55.39
DCA,6-Aug,7831,7835,213,228,25,4,6292,85.57,80.31,8.87,11.48,4.13,17.39,5.15,1543,50.98
DCA,6-Sep,7293,7306,204,193,14,15,5739,85.2,78.55,8.78,12.36,4.99,17.5,4.78,1567,50.78
DCA,6-Oct,7762,7781,150,152,14,7,5853,82.38,75.22,10.3,13.24,5.51,17.95,5.16,1928,46.88
DCA,6-Nov,7322,7328,158,149,8,22,5441,82.37,74.25,9.91,13.09,5.99,17.34,4.75,1887,43.94
DCA,6-Dec,7237,7221,254,248,15,35,5549,81.76,76.85,11.34,13.58,4.12,16.85,4.89,1672,52.14
DCA,7-Jan,7560,7583,226,206,16,14,5980,85.07,78.86,8.37,11.32,4.61,17.71,5.32,1603,46.48
DCA,7-Feb,6453,6453,622,599,10,31,4536,74.52,70.29,16.7,17.39,5.19,18.61,5.82,1917,53.14
DCA,7-Mar,7491,7512,354,331,11,9,5246,74.42,69.83,14.84,16.61,5.06,17.99,5.62,2266,49.25
DCA,7-Apr,7388,7404,172,167,15,7,5518,78.29,74.53,12.07,13.48,4.4,18.01,5.5,1886,46.17
